id,eta_logka_SAEM,eta_logV1_SAEM,eta_logQ_SAEM,eta_logV2_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logka_mean,eta_logV1_mean,eta_logQ_mean,eta_logV2_mean,eta_logVm_mean,eta_logKm_mean,eta_logka_mode,eta_logV1_mode,eta_logQ_mode,eta_logV2_mode,eta_logVm_mode,eta_logKm_mode,eta_logka_sd,eta_logV1_sd,eta_logQ_sd,eta_logV2_sd,eta_logVm_sd,eta_logKm_sd
99,-0.0649597,-0.416511,-0.310896,-0.00481602,-0.0439572,0.162307,-0.00497845,-0.39851,-0.33328,0.0458518,-0.00352983,0.310259,-0.0350461,-0.433445,-0.396458,0.0567208,0.0441056,0.329244,0.27786,0.121891,0.307119,0.345163,0.169938,0.396508
100,-0.161068,0.221142,0.109536,0.349888,0.00805942,-0.174081,-0.127334,0.278438,0.00612571,0.273861,0.0346017,-0.124181,-0.111148,0.251872,0.0659836,0.281311,0.0208417,-0.170321,0.26852,0.149952,0.282089,0.365326,0.224418,0.286594
101,-0.382575,-0.198007,-0.0866015,0.436767,0.0509638,-0.119296,-0.389861,-0.178192,-0.0365856,0.296286,0.0872005,-0.237139,-0.407944,-0.21576,-0.0537025,0.328758,0.150936,-0.178918,0.252214,0.151764,0.261294,0.296242,0.201115,0.506403
102,-0.0772672,0.456632,-0.103841,-0.0821213,-0.013466,0.475114,-0.0592481,0.435477,-0.033871,0.00903814,-0.143378,0.340162,-0.00331869,0.43528,-0.0393247,0.0181849,-0.0655275,0.410122,0.339995,0.121735,0.36662,0.334195,0.227115,0.31109
103,-0.0786463,-0.0427726,0.0677991,0.0122301,-0.119014,0.60451,-0.171798,-0.0405172,-0.0707745,-0.0517189,-0.0812608,0.594026,-0.15356,-0.0417228,-0.0525981,-0.160305,-0.106658,0.463965,0.323421,0.13377,0.359668,0.322356,0.217433,0.315769
104,0.17174,-0.0528986,-0.00933031,-0.202929,-0.131681,0.400678,0.0538708,-0.0827909,0.0613117,-0.140676,-0.155885,0.374208,0.0785114,-0.101436,0.0646749,-0.166168,-0.130261,0.301734,0.356641,0.139462,0.315811,0.302188,0.211775,0.53798
105,0.126961,0.344145,0.0436877,-0.00677948,0.0807083,-0.330137,0.177273,0.348814,0.0570498,0.0210139,0.0604686,-0.250564,0.129863,0.305849,0.0616542,0.0554578,0.134888,-0.31154,0.320578,0.153739,0.330869,0.316417,0.186021,0.514822
106,0.186079,-0.603943,0.113788,0.189244,0.0427447,-0.261859,0.145818,-0.624332,0.191491,0.182132,0.0255477,-0.294058,0.108335,-0.654163,0.258079,0.18242,0.0477021,-0.276981,0.189309,0.106913,0.259798,0.166987,0.178403,0.234234
107,-0.353058,0.243925,-0.129776,-0.0679697,-0.202718,0.486307,-0.42273,0.205585,0.00741932,-0.145067,-0.18968,0.351429,-0.437091,0.203076,-0.0371634,-0.0771137,-0.170635,0.393126,0.313289,0.113296,0.339946,0.289013,0.177897,0.465106
108,0.392174,-0.24622,0.215169,-0.0470847,0.141279,-0.667524,0.431107,-0.213112,0.0912825,-0.0802831,0.0715915,-0.750241,0.407071,-0.21989,0.145705,-0.0913378,0.08773,-0.734553,0.224663,0.0994588,0.305308,0.188669,0.142251,0.18768
109,0.282706,0.0978622,0.0970053,-0.0841432,-0.0720785,0.240791,0.340336,0.127423,0.0767461,-0.00406365,-0.122873,0.282497,0.369964,0.118868,0.0671051,0.0101337,-0.0854292,0.268993,0.318602,0.138579,0.365103,0.288823,0.157636,0.362641
110,-0.0162514,-0.202979,-0.230664,-0.3523,-0.168313,0.570098,-0.0659541,-0.261508,-0.175387,-0.232134,-0.16519,0.512902,-0.0419512,-0.256376,-0.279667,-0.196516,-0.144723,0.553881,0.323348,0.124574,0.367858,0.277626,0.184636,0.52805
111,0.0349178,0.155707,-0.157052,0.196064,0.0490826,-0.13838,0.0364241,0.153938,-0.14749,0.14292,0.0547142,-0.148636,0.014815,0.148872,-0.130371,0.0793799,0.11305,-0.0939434,0.259743,0.113843,0.338573,0.357678,0.1406,0.249031
112,0.443252,-0.294161,-0.134634,0.0171301,-0.0576768,0.0571947,0.440103,-0.307982,-0.0700246,-0.0984562,0.0307989,0.137595,0.448132,-0.316257,0.00486067,-0.165172,0.0342958,0.104979,0.246164,0.114074,0.354096,0.346226,0.238217,0.401436
113,-0.307814,0.0406521,0.14701,-0.0762481,-0.17691,0.15443,-0.190333,0.136181,0.0825282,-0.278481,-0.196168,0.144713,-0.252887,0.111862,0.0828161,-0.214621,-0.174008,0.112905,0.384842,0.108937,0.337133,0.269069,0.171006,0.512204
114,-0.169158,0.0182222,0.00549191,-0.0342374,-0.0971995,0.378533,-0.207283,0.0131903,0.021794,-0.0483762,-0.0973353,0.390437,-0.202775,0.0164208,0.00761063,-0.0750266,-0.0857775,0.363401,0.274282,0.140149,0.340944,0.315373,0.187879,0.262149
115,-0.0176927,0.137312,-0.0784917,-0.208156,0.235989,-0.958569,0.0114977,0.142432,-0.0389941,-0.202966,0.278037,-0.905496,0.00325539,0.149697,-0.0104288,-0.226647,0.178298,-1.0321,0.194409,0.104223,0.380461,0.205874,0.184767,0.233981
116,0.164683,-0.127273,-0.0596687,-0.199756,-0.124501,0.425259,0.118926,-0.10691,-0.0188134,-0.245167,-0.117995,0.448404,0.127731,-0.115025,-0.0962333,-0.204759,-0.103049,0.463426,0.319158,0.122309,0.403425,0.288716,0.2066,0.503303
117,0.0536542,-0.185959,0.0195105,0.0100343,-0.142196,-0.0829646,-0.0134051,-0.239734,0.09817,0.0973642,-0.145505,-0.0791635,-0.027316,-0.263727,0.101709,0.0590273,-0.17744,-0.183541,0.295219,0.143815,0.305628,0.248045,0.180037,0.355059
118,-0.000947278,0.398353,0.0203767,0.354328,0.118861,0.0446829,0.0512983,0.407292,0.0563231,0.184699,0.174964,0.0729222,0.0616652,0.395139,0.0408593,0.18355,0.0911947,-0.0775312,0.316237,0.135942,0.329585,0.34799,0.192768,0.263829
119,-0.0437623,0.0995049,-0.173792,0.0999062,0.21217,-0.411788,-0.0428198,0.0939048,-0.138532,0.150684,0.2131,-0.373241,-0.0468946,0.0841954,-0.140392,0.0890943,0.226612,-0.397302,0.317344,0.130449,0.318144,0.340997,0.133843,0.329544
120,-0.0410234,-0.359688,0.126224,-0.0406125,-0.206929,-0.0663925,-0.00562801,-0.293768,0.0800801,0.0120064,-0.235069,0.0291682,-0.0366863,-0.331171,0.0978248,0.013927,-0.209157,-0.0135375,0.307329,0.15937,0.297384,0.253264,0.173753,0.519549
