id,eta_logka_SAEM,eta_logV1_SAEM,eta_logQ_SAEM,eta_logV2_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logka_mean,eta_logV1_mean,eta_logQ_mean,eta_logV2_mean,eta_logVm_mean,eta_logKm_mean,eta_logka_mode,eta_logV1_mode,eta_logQ_mode,eta_logV2_mode,eta_logVm_mode,eta_logKm_mode,eta_logka_sd,eta_logV1_sd,eta_logQ_sd,eta_logV2_sd,eta_logVm_sd,eta_logKm_sd
99,0.158953,-0.364949,-0.0560227,-0.182017,0.0796419,0.140005,0.225053,-0.312711,-0.230464,-0.115199,0.0265464,0.127813,0.100809,-0.40679,0.165628,-0.223527,0.139821,0.166027,0.168993,0.108526,0.423841,0.237284,0.163969,0.217581
100,-0.239919,0.256491,-0.1795,0.266585,-0.157576,0.0108693,-0.181861,0.299589,-0.256305,0.175596,-0.157431,-0.00912739,-0.214851,0.285885,-0.223413,0.179275,-0.197623,-0.075289,0.154797,0.0999701,0.341897,0.218925,0.159918,0.244554
101,-0.0263418,-0.0735538,-0.395274,0.15808,0.351156,0.0736076,-0.0225673,-0.0792464,-0.383947,0.141455,0.340349,0.0417182,-0.0513099,-0.0894025,-0.377674,0.156088,0.360734,0.0421033,0.151927,0.0821852,0.254869,0.238428,0.170363,0.268694
102,-0.151871,0.336631,0.164697,0.0905869,-0.522218,0.110163,-0.139963,0.341775,0.138614,0.0813449,-0.441238,0.232768,-0.135896,0.354387,0.154855,0.0811242,-0.412163,0.260716,0.189855,0.124573,0.354013,0.238234,0.154749,0.223692
103,0.0424855,-0.243714,0.566824,0.118452,-0.376184,0.146797,0.138724,-0.151984,0.410504,-0.0599068,-0.329561,0.158233,0.15564,-0.126171,0.411813,-0.0957906,-0.338552,0.103593,0.201428,0.139397,0.338189,0.185732,0.115955,0.188805
104,-0.0596982,-0.389853,-0.395191,0.0441732,-0.1094,-0.203592,-0.132439,-0.438314,-0.292601,0.0652603,-0.0957409,-0.171814,-0.109881,-0.415305,-0.312822,-0.0263445,-0.0497948,-0.166381,0.163293,0.0995278,0.224739,0.168271,0.112526,0.184089
105,0.050391,0.184483,-0.00533213,0.171308,0.439014,-0.221448,0.0674255,0.208327,-0.088256,0.125583,0.434006,-0.230934,0.0152162,0.18392,-0.00688342,0.111311,0.464987,-0.229304,0.156614,0.0897539,0.363181,0.190035,0.0865478,0.19835
106,0.0140326,-0.610173,-0.24187,0.0972124,0.0965712,0.245412,0.0426428,-0.588311,-0.299137,0.0747075,0.117442,0.269009,-0.0029,-0.607021,-0.220378,0.0794669,0.0305363,0.136183,0.134083,0.0857721,0.157915,0.116513,0.10761,0.153419
107,-0.419949,0.427365,0.0941894,-0.113982,-0.431422,0.110022,-0.457409,0.397934,0.041574,-0.0942063,-0.400098,0.0986308,-0.490309,0.389831,0.0624252,-0.0770232,-0.381473,0.0810216,0.160072,0.0998436,0.347287,0.219378,0.155623,0.259871
108,0.390364,-0.209308,0.123557,-0.0555113,0.299973,-0.00798865,0.319132,-0.255169,0.194754,-0.0354244,0.276041,-0.0423807,0.317955,-0.249931,0.234731,-0.022755,0.261404,-0.064799,0.152904,0.102246,0.230537,0.138627,0.141861,0.195485
109,0.398497,0.341194,0.117419,-0.0305983,-0.242226,0.385543,0.37223,0.322478,0.195391,-0.0233085,-0.23667,0.386309,0.369449,0.335061,0.123957,-0.029602,-0.221778,0.381098,0.176939,0.0919341,0.426738,0.188653,0.167653,0.235676
110,-0.0461247,-0.248366,0.183893,-0.230583,-0.00956675,-0.0299973,-0.101965,-0.286084,0.254551,-0.153551,-0.0244004,-0.0094739,-0.102851,-0.271417,0.329866,-0.233148,0.0442502,-0.0692627,0.183846,0.121223,0.379164,0.165343,0.161687,0.30254
111,0.246811,0.183271,0.149757,0.143473,0.0309988,0.00100322,0.219894,0.167179,0.145351,0.14567,0.00975315,-0.0415865,0.219238,0.186783,0.174041,0.0841303,0.0158303,-0.0642955,0.149455,0.0985487,0.41413,0.203437,0.0662783,0.119683
112,0.559414,-0.404995,-0.221964,0.160571,0.0294138,0.493644,0.500671,-0.422161,-0.193746,0.104211,0.0944506,0.565371,0.47771,-0.429748,-0.151824,0.0885204,0.0399503,0.438602,0.153722,0.0839808,0.21139,0.184704,0.0980501,0.165619
113,-0.434504,0.268671,0.300003,-0.268629,-0.0940827,-0.105068,-0.423259,0.283993,0.194507,-0.267585,-0.0947862,-0.0738919,-0.445853,0.273717,0.233198,-0.235635,-0.0977041,-0.170253,0.157712,0.0921814,0.36129,0.16355,0.148935,0.260275
114,0.171614,-0.0412741,0.058161,-3.3803e-6,-0.381682,0.331261,0.157461,-0.0425954,0.0379943,0.0408483,-0.388648,0.34589,0.157074,-0.0381569,0.054587,0.00400835,-0.394267,0.302138,0.143708,0.0912081,0.285197,0.1805,0.12037,0.16208
115,0.210093,0.248706,-0.140646,-0.0648152,0.292627,-0.452493,0.110976,0.176823,0.0275802,-0.0297965,0.353045,-0.368563,0.124553,0.202233,-0.0103532,-0.0680401,0.339832,-0.388966,0.135917,0.0849786,0.351051,0.138498,0.116769,0.1564
116,-0.397401,0.0615825,0.0120792,-0.20022,-0.239546,0.0134759,-0.353946,0.0888017,-0.0087095,-0.244242,-0.24766,-0.0147979,-0.404661,0.0672752,0.0181907,-0.19617,-0.219276,0.0126791,0.152087,0.0985104,0.434211,0.207482,0.189368,0.287853
117,0.0124464,-0.3999,-0.0769949,-0.0272649,-0.276008,-0.545978,-0.0153161,-0.423881,-0.0135573,0.00409043,-0.297906,-0.599276,0.0021042,-0.399071,-0.0193608,-0.0348921,-0.295008,-0.626242,0.19655,0.132234,0.281272,0.13801,0.0601689,0.141886
118,-0.0279584,0.307229,0.119311,0.243688,-0.0227929,-0.05796,-0.0319634,0.278476,0.189227,0.312648,-0.0218888,-0.0438614,-0.00204592,0.310053,0.124504,0.266177,-0.0310247,-0.0787313,0.160669,0.0891254,0.319053,0.187382,0.108561,0.202907
119,0.27785,0.0659868,0.0625446,-0.297326,0.402689,-0.284422,0.324512,0.0972768,-0.23457,-0.182294,0.386749,-0.238776,0.273991,0.073501,0.0433549,-0.319666,0.396735,-0.322824,0.148099,0.0824288,0.495028,0.24794,0.0700233,0.137602
120,0.281625,-0.405918,-0.333982,0.209348,-0.172914,0.14946,0.272148,-0.407011,-0.392253,0.238891,-0.168122,0.206631,0.292635,-0.380288,-0.422186,0.181265,-0.141515,0.170274,0.17525,0.091733,0.221085,0.167104,0.135155,0.193706
