id,eta_logka_SAEM,eta_logV1_SAEM,eta_logQ_SAEM,eta_logV2_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logka_mean,eta_logV1_mean,eta_logQ_mean,eta_logV2_mean,eta_logVm_mean,eta_logKm_mean,eta_logka_mode,eta_logV1_mode,eta_logQ_mode,eta_logV2_mode,eta_logVm_mode,eta_logKm_mode,eta_logka_sd,eta_logV1_sd,eta_logQ_sd,eta_logV2_sd,eta_logVm_sd,eta_logKm_sd
98,-0.0454895,0.347018,0.104212,0.0712139,-0.0192966,0.234991,-0.0328444,0.357497,0.139954,0.0208602,-0.0439224,0.168062,-0.0635197,0.353062,0.191704,-0.00783501,-0.0346146,0.13004,0.17156,0.0987933,0.389803,0.237238,0.163477,0.224678
99,0.209598,-0.321552,0.0942371,-0.216429,-0.00196739,-0.0406124,0.300234,-0.27768,-0.00416836,-0.176856,-0.0172059,-0.045763,0.218171,-0.316404,0.140483,-0.219537,0.00341226,-0.088088,0.174501,0.104508,0.398444,0.213603,0.143128,0.264471
100,-0.238232,0.27185,-0.163379,0.0646584,0.00263459,0.0659566,-0.230151,0.280468,-0.201136,0.0313099,-0.0444345,0.0112957,-0.231309,0.28713,-0.24014,0.0231895,-0.00924753,0.0177802,0.1591,0.107061,0.354135,0.262208,0.187165,0.219596
101,0.0443919,-0.0719935,-0.354236,-0.0121793,0.171581,-0.265197,-0.0258226,-0.126088,-0.150959,-0.0358635,0.153399,-0.357324,-0.0169363,-0.111104,-0.13884,-0.115476,0.200019,-0.363287,0.177893,0.108355,0.409509,0.232598,0.124448,0.31134
102,-0.284507,0.207748,0.288107,-0.00631887,-0.101872,0.457013,-0.226992,0.260562,0.155751,-0.0334085,-0.125456,0.446804,-0.253859,0.256941,0.226504,-0.0469319,-0.106217,0.399034,0.177288,0.114357,0.357459,0.26327,0.18143,0.237329
103,0.152847,-0.170863,0.491255,0.0116149,-0.111332,0.431834,0.130601,-0.181114,0.454613,0.0141145,-0.0997202,0.413164,0.174706,-0.13738,0.444077,-0.0500162,-0.107705,0.354432,0.191065,0.132981,0.341543,0.218542,0.182802,0.242885
104,-0.187121,-0.491748,-0.333687,0.108563,-0.110199,-0.123323,-0.137131,-0.450522,-0.384643,0.0324729,-0.0077744,0.0230749,-0.143215,-0.449839,-0.382594,0.0130588,-0.00448304,-0.0251018,0.158389,0.102146,0.253051,0.241225,0.166491,0.303134
105,-0.00375413,0.168123,-0.0869692,0.318436,0.23002,-0.485792,0.0136365,0.173901,-0.0519701,0.253068,0.263246,-0.427609,0.007549,0.176591,-0.0400034,0.259631,0.284677,-0.451182,0.16315,0.0971588,0.296689,0.245368,0.120715,0.27707
106,0.117991,-0.489879,-0.443936,0.0980138,-0.0259392,0.11689,0.111743,-0.484172,-0.385613,0.0829717,-0.0445001,0.0901387,0.089468,-0.479534,-0.381291,0.0783207,-0.0321048,0.0810597,0.18655,0.112865,0.205506,0.214185,0.159397,0.202332
107,-0.413542,0.438184,0.0220868,-0.0511411,-0.226883,0.313939,-0.417797,0.431056,0.0760323,-0.0209919,-0.164643,0.433804,-0.42745,0.438686,0.0119679,-0.00480675,-0.138551,0.42866,0.145272,0.0998575,0.381794,0.258855,0.162615,0.298863
108,0.258132,-0.333327,0.452127,0.0263738,0.149017,-0.200731,0.307761,-0.266074,0.267431,-0.0129503,0.0913032,-0.251469,0.277799,-0.279669,0.395444,0.0178288,0.0924736,-0.274066,0.200629,0.143622,0.32851,0.171109,0.176175,0.215251
109,0.272911,0.285868,0.134573,-0.159862,-0.163151,0.604793,0.279187,0.287336,0.17404,-0.144573,-0.186599,0.544805,0.27177,0.298402,0.153178,-0.149297,-0.173541,0.509629,0.188593,0.112835,0.470825,0.226311,0.156927,0.259634
110,-0.0696285,-0.259614,0.168558,-0.219358,-0.00931752,-0.102223,-0.101671,-0.275411,0.231186,-0.24539,0.0101942,-0.0797448,-0.117748,-0.273003,0.31064,-0.2644,0.0409521,-0.113437,0.169397,0.120873,0.411589,0.201686,0.139134,0.365744
111,0.319473,0.230267,0.0434162,0.206861,0.0575216,-0.0841416,0.279597,0.214708,0.0963765,0.211069,0.0552374,-0.0900272,0.262993,0.221281,0.114284,0.202107,0.0626555,-0.112041,0.174342,0.102565,0.358726,0.228407,0.153083,0.198799
112,0.432615,-0.465153,-0.194842,0.188151,-0.0825828,0.379141,0.406624,-0.481865,-0.13443,0.157667,-0.123536,0.300579,0.399269,-0.471034,-0.155405,0.166761,-0.0880996,0.320306,0.191682,0.109951,0.200651,0.212587,0.173217,0.255641
113,-0.339072,0.349448,0.0869034,-0.0677305,-0.0201119,0.157998,-0.294787,0.390549,0.0512549,-0.12109,-0.0492322,0.171338,-0.322902,0.382246,0.0423532,-0.0892892,-0.0517153,0.0858572,0.168964,0.102181,0.402134,0.244215,0.165154,0.355671
114,0.200985,-0.0604289,0.080699,0.00105772,-0.233721,0.482988,0.201854,-0.0598239,0.0857629,-0.0105802,-0.172293,0.559802,0.202441,-0.0452899,0.0565302,-0.00565453,-0.144872,0.55237,0.181093,0.115646,0.325401,0.216693,0.184543,0.229705
115,0.209743,0.222728,-0.0223565,0.128735,0.178923,-0.6515,0.191587,0.207925,-0.0486006,0.16493,0.208813,-0.592149,0.194657,0.226166,-0.0765894,0.119702,0.197583,-0.625916,0.182778,0.108497,0.342136,0.188008,0.149675,0.182856
116,-0.354469,0.123319,-0.0924899,-0.0582469,-0.16424,0.271273,-0.37204,0.108506,-0.0583317,-0.108553,-0.132124,0.21763,-0.396498,0.110976,-0.0837872,-0.0876154,-0.118412,0.213658,0.166991,0.10612,0.396221,0.235092,0.158372,0.368654
117,0.203048,-0.278985,-0.2216,0.00472164,-0.044404,-0.260441,0.0850554,-0.349373,-0.114002,0.0181865,0.0859836,-0.0875082,0.082068,-0.348679,-0.0843086,-0.0165232,0.0506383,-0.172469,0.179418,0.116997,0.285992,0.1936,0.141402,0.192653
118,-0.043684,0.278411,0.0784862,0.24714,0.0494234,-0.0460764,-0.0706434,0.252891,0.153659,0.250354,0.084168,0.00221783,-0.0588036,0.275029,0.117384,0.219277,0.0519279,-0.0790636,0.19498,0.120329,0.331761,0.241988,0.154723,0.209817
119,0.206496,-0.00162729,0.191964,-0.236226,0.136614,-0.761218,0.24921,0.00536048,0.206962,-0.2624,0.252115,-0.526992,0.21694,0.00317825,0.28831,-0.264283,0.19269,-0.673523,0.17602,0.108613,0.388787,0.190416,0.109732,0.202763
120,0.219326,-0.47716,-0.333267,0.106941,-0.130032,0.309839,0.297945,-0.417682,-0.361106,0.0210614,-0.0894476,0.340173,0.326337,-0.38173,-0.492381,0.0493441,-0.108298,0.283278,0.17283,0.100485,0.311474,0.238898,0.152981,0.262286
